Sigla;Código;Município;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;Região
GO;5220058;São João da Paraúna;3604,553841;3992,937902;4909,588537;4875,747629;5475,551383;5492,406131;4688,91995;4220,570902;5412,129795;6054,719443;6479,54091;6540,802872;CENTRO-OESTE
PA;1507466;São João da Ponta;3009,579962;1827,0506;1550,137271;1658,191847;1583,770946;1790,735519;1869,27;1796,133487;1874,032483;1635,968197;1660,599719;1632,115271;NORTE
MG;3162401;São João da Ponte;1385,921568;1481,956537;1347,686795;1467,068404;1449,96347;1495,983038;1598,12519;1648,195089;1776,057686;1918,499393;1970,555748;2095,482953;SUDESTE
PI;2209906;São João da Serra;1160,462346;1190,033328;1203,70185;1205,862242;1284,118449;1235,33967;1359,734067;1482,502729;1553,510352;1598,067293;1568,907915;1864,983631;NORDESTE
RS;4318424;São João da Urtiga;3873,949469;4432,360175;4594,971502;4578,617498;5529,641496;5369,196081;4443,042773;5051,466263;5582,920841;5969,105302;5320,686034;6200,77346;SUL
PI;2209955;São João da Varjota;1068,253367;991,9297386;1036,800637;966,3681571;1143,437398;1152,515348;1153,159683;1200,1993;1214,066357;1269,79747;1331,099547;1522,315055;NORDESTE
GO;5220009;São João d'Aliança;3253,249763;3280,497109;3416,227595;4045,41347;4701,067792;4960,631689;4493,468413;4284,310936;4745,598317;5585,505549;5506,035608;5105,314208;CENTRO-OESTE
SP;3549201;São João das Duas Pontes;4841,398724;4375,337746;5040,465336;5057,447493;5078,697408;5136,22479;5322,301293;5464,556017;5548,226244;5374,645038;5727,064846;6457,309329;SUDESTE
MG;3162450;São João das Missões;1123,033778;1444,222862;1023,922305;1099,675409;1073,476423;1074,968694;1121,406631;1074,258274;1362,33368;1512,502547;1538,731677;1603,279611;SUDESTE
SP;3549250;São João de Iracema;6961,927135;9073,095136;8341,109324;9498,442866;9094,521218;8098,282481;9223,373675;9968,034573;11874,76163;8045,94029;7435,518572;9639,909354;SUDESTE
RJ;3305109;São João de Meriti;4507,30018;4377,780466;4168,469161;4186,933178;3769,394658;3762,39237;3690,757326;3687,805525;3815,920133;3974,208167;4398,863144;4694,959589;SUDESTE
PA;1507474;São João de Pirabas;1098,582157;1021,498716;1182,14841;1249,286464;1282,208349;1324,779578;1408,045684;1639,878868;1609,607561;1530,913965;1611,336688;1666,708505;NORTE
MG;3162500;São João del Rei;4298,938588;4355,552117;4423,186281;4339,710737;4486,164513;4854,411292;4671,667268;4761,349212;4971,855744;5096,842698;4598,042257;5219,050286;SUDESTE
PA;1507508;São João do Araguaia;1348,721847;1278,620649;1137,964489;1192,664767;1200,043378;1226,641799;1300,680646;1312,368566;1714,843043;1727,053163;1743,708269;1691,772888;NORTE
PI;2209971;São João do Arraial;950,371008;1157,704331;882,8584129;862,3639394;926,5806579;908,4153232;909,7687778;956,9154805;1109,496731;1126,082364;1297,69329;1391,66048;NORDESTE
PR;4124905;São João do Caiuá;2939,500702;2882,511307;2845,927523;3255,497789;3407,185389;3275,906703;3203,873301;3653,837707;3549,338242;3741,116665;3582,165593;4535,709811;SUL
PB;2514008;São João do Cariri;1570,461324;1642,231108;2116,15872;1923,458793;1890,809129;1828,299049;1906,382446;2054,840355;2154,570786;2320,657622;2302,36811;2345,426625;NORDESTE
MA;2111029;São João do Carú;1373,263986;1381,870994;1733,093359;1661,706323;1842,98986;1827,821975;1685,514641;1557,368335;2083,848629;2717,800513;1529,760461;2190,439892;NORDESTE
SC;4216354;São João do Itaperiú;5776,391456;5598,41848;6388,321049;7439,184867;7494,396175;6913,924397;6123,082616;6721,215555;7457,491676;7536,070342;7738,552067;7828,836412;SUL
PR;4125001;São João do Ivaí;4602,372045;4936,246015;4569,941442;4871,558036;5760,829337;6203,050234;5134,573374;5391,62331;4914,117809;5334,331323;5140,980549;5216,937288;SUL
CE;2312502;São João do Jaguaribe;1819,682731;1762,161694;1735,172328;1828,608384;1776,564843;1771,992632;1722,896627;1848,041626;2014,88531;2071,412339;2113,070031;2369,1221;NORDESTE
MG;3162559;São João do Manhuaçu;2268,474642;2979,220494;2567,668929;3435,54031;3818,379744;4145,123097;4166,61197;3474,316515;3838,423687;4448,751923;3607,435054;4389,975757;SUDESTE
MG;3162575;São João do Manteninha;2195,336845;2140,940887;2184,616024;2421,576466;2396,310044;2374,817896;2588,391884;2594,141681;3281,297595;3332,741321;2782,61211;2851,294292;SUDESTE
SC;4216255;São João do Oeste;4367,000764;4896,657891;6101,205518;5255,210845;6507,392472;7614,568756;8048,47649;7807,577155;7934,895468;9734,119925;10454,9083;10173,60445;SUL
MG;3162609;São João do Oriente;2171,253996;2169,343984;2128,878562;2171,821068;2324,929786;2400,196659;2547,504036;2400,592609;2699,81083;2846,227131;2819,354066;3037,06203;SUDESTE
MG;3162658;São João do Pacuí;1744,109247;1744,848461;1939,466595;1910,481612;1973,120571;1838,225639;1873,402717;1890,472814;1928,227544;2126,370446;2317,946127;2556,517805;SUDESTE
MA;2111052;São João do Paraíso;1885,001623;2025,305929;2148,721253;2038,817512;2136,162566;2104,952044;2134,448758;2179,179785;2224,35022;2570,068238;2078,454749;2141,303941;NORDESTE
MG;3162708;São João do Paraíso;2003,353053;1782,572977;1506,878418;1595,161506;1760,437777;1694,31575;1733,187084;1815,582282;1928,100204;2120,055487;2085,197868;2395,359192;SUDESTE
SP;3549300;São João do Pau d'Alho;4519,082089;4748,930638;5150,044149;6065,78861;6105,632387;6009,730443;6186,869159;5619,37855;5191,157581;5361,150441;8016,433097;9015,585281;SUDESTE
PI;2210003;São João do Piauí;1641,079539;1793,015629;1447,302772;1387,862701;1267,023926;1445,264922;1624,362278;1991,939223;1804,28166;1944,288959;1850,101457;2003,52904;NORDESTE
RS;4318432;São João do Polêsine;4753,662369;4547,726007;4626,218419;4870,027797;5627,323159;5287,396744;4567,405316;5054,495722;5501,955309;6020,16404;6325,554992;6521,903195;SUL
PB;2500700;São João do Rio do Peixe;1639,389653;1714,099264;1501,116282;1603,109243;1490,66934;1512,086427;1563,947928;1652,070399;1663,512261;1785,708955;1942,451908;2021,861333;NORDESTE
RN;2412104;São João do Sabugi;1938,670281;1973,995562;1915,997065;2386,074821;2193,851418;2192,718035;2118,818753;2323,318072;2370,793503;2306,044824;2470,222717;2666,04714;NORDESTE
MA;2111078;São João do Soter;1108,678671;1231,960606;1084,52964;1013,57513;1105,840857;1287,974327;1228,632543;1250,543473;1280,332974;1377,6913;1309,457591;1408,126436;NORDESTE
SC;4216404;São João do Sul;3975,842057;3844,432239;4362,336031;5027,442547;5930,569056;5502,221055;5127,053113;4269,350165;3543,338876;5170,021398;5720,259193;5233,801238;SUL
PB;2514107;São João do Tigre;1282,631354;1295,427658;1432,423375;1365,108048;1336,506407;1373,617833;1464,9386;1554,047744;1580,94188;1772,649725;1728,259408;1916,891209;NORDESTE
PR;4125100;São João do Triunfo;2595,519191;2535,774286;2306,679854;2604,690471;3558,556707;3810,58216;3666,152225;4097,74461;3902,167179;3898,932565;3199,834898;4016,499562;SUL
MA;2111102;São João dos Patos;1172,411853;1150,858089;1267,147526;1207,196411;1289,947204;1315,81995;1356,491765;1507,952427;1565,588018;1609,262573;1769,154074;1823,226955;NORDESTE
MG;3162807;São João Evangelista;2152,735128;2050,455355;1939,986525;2099,794654;2057,614162;2032,096481;2314,742103;2219,66574;2436,644216;2381,667597;2446,687622;2630,521286;SUDESTE
RJ;3399919;Sâo João Marcos;;;;;;;;;;;;;SUDESTE
MG;3162906;São João Nepomuceno;3109,491237;3041,194868;3386,29602;3481,255468;3462,760511;3443,964917;3654,614253;3639,935216;3454,046139;3529,505334;3350,303683;3729,213086;SUDESTE
SC;4216503;São Joaquim;4409,462779;4437,287708;4730,187626;4823,590829;5602,029965;4852,512426;4805,545041;5972,665932;5686,46532;5803,06483;5960,790695;6521,634486;SUL
SP;3549409;São Joaquim da Barra;6567,977552;7059,718772;7421,655255;7923,454478;7668,428644;7119,527309;8394,932492;9627,934558;8383,867952;8171,822644;9437,353039;10353,7311;SUDESTE
MG;3162922;São Joaquim de Bicas;5605,57888;5694,586255;4453,297284;4292,167175;3866,6016;4572,596378;5080,88478;5096,841651;5170,33214;6102,448491;6212,86906;6367,383048;SUDESTE
PE;2613305;São Joaquim do Monte;1333,583305;1708,890247;1605,226682;1739,209591;1611,522913;1607,980452;1776,001959;1619,142166;1746,401074;1773,946978;1961,203733;2472,924092;NORDESTE
RS;4318440;São Jorge;5061,79835;4877,647849;6042,592522;6463,014319;6986,317699;6944,965594;5734,430095;6861,229879;8556,946224;8915,257233;8445,953986;8505,096378;SUL
PR;4125308;São Jorge do Ivaí;11272,16467;10085,23943;11244,48777;12392,10274;15145,67327;14276,88132;11067,62508;9440,391971;10798,07779;10658,85354;9675,431806;10563,47171;SUL
PR;4125357;São Jorge do Patrocínio;3000,791431;3164,721136;2788,904155;3212,628011;3552,591979;4026,272669;4056,780749;4596,610055;3730,727598;3803,781384;3437,700812;5044,911584;SUL
PR;4125209;São Jorge d'Oeste;3580,428032;3787,732844;3300,937459;4114,730021;4852,95111;4913,987631;4517,541166;4414,700995;5053,752202;5144,760708;4917,597297;5158,510172;SUL
SC;4216602;São José;7245,04758;8250,955894;7091,37197;7021,003625;7231,430558;7858,150719;7825,625382;8678,37552;9170,730764;10639,64606;10011,8986;10175,94712;SUL
MG;3162948;São José da Barra;19810,32567;22010,19053;15326,02401;14713,21288;21149,62983;24447,95061;28618,90308;30826,28833;26671,46689;24920,34461;22293,9462;22894,55048;SUDESTE
SP;3549508;São José da Bela Vista;5694,004287;5428,5171;5746,455622;6776,512691;7517,132546;6526,896948;6321,514837;6843,387263;6548,07072;6225,981769;6877,138146;8242,437305;SUDESTE
PR;4125407;São José da Boa Vista;3036,264734;3017,876552;2680,908801;3360,691862;4493,838867;4375,766952;4208,302406;4219,849463;4528,63774;5504,243331;4938,922203;4837,756744;SUL
PE;2613404;São José da Coroa Grande;1801,778397;1694,408608;1961,028862;1837,77051;1693,062262;1720,16856;1697,92835;1865,970019;1783,636177;1765,720078;1900,75549;2143,742579;NORDESTE
PB;2514206;São José da Lagoa Tapada;1205,384982;1069,72032;1338,092362;1358,268225;1399,04235;1384,43267;1392,257007;1574,181266;1547,879112;1655,641746;1795,736775;1948,98504;NORDESTE
AL;2708303;São José da Laje;2271,74614;2484,244117;2949,210603;2595,070862;3305,472511;3032,607019;3457,236295;3079,884964;3008,517316;2884,586078;3085,911691;3131,682862;NORDESTE
MG;3162955;São José da Lapa;6894,324769;9916,703791;7416,326754;6024,886467;5397,735016;5919,415667;5981,359312;5924,529722;6821,59069;6910,247887;6428,430071;7167,617694;SUDESTE
MG;3163003;São José da Safira;1676,856956;1713,953571;1643,433667;1848,884944;1700,669504;1677,679403;1738,720844;1768,074434;1991,150439;2128,946914;2222,37125;2341,425852;SUDESTE
AL;2708402;São José da Tapera;1012,972738;975,5061103;1246,909213;978,4884631;959,6886904;1015,775465;1130,815893;1241,401564;1250,095376;1304,483009;1312,540273;1452,722846;NORDESTE
MG;3163102;São José da Varginha;5257,247682;4937,904127;4730,720644;8693,009501;9955,471245;7564,361461;8597,746587;7408,640534;7866,94834;6827,9323;5907,659109;6725,27886;SUDESTE
BA;2929354;São José da Vitória;1355,404748;1286,763204;1232,722996;1499,994905;1535,193683;1451,674399;1519,46519;1861,912953;1424,172773;1498,364912;1556,318508;1803,31515;NORDESTE
RS;4318457;São José das Missões;3519,514577;3757,242444;4557,333228;3544,154582;5566,078177;4212,821794;3022,916375;4009,891462;4205,840711;4796,614876;4504,93279;6859,03808;SUL
PR;4125456;São José das Palmeiras;3827,086006;4202,308625;3757,120417;4111,393881;4855,982721;4774,191273;4780,607727;4940,914767;4126,514775;4610,167605;4117,611576;5002,146152;SUL
PB;2514305;São José de Caiana;1207,668472;1231,266126;1168,684801;1351,346901;1425,244447;1291,267763;1329,345281;1653,37106;1618,533341;1749,936303;1762,500803;1777,908711;NORDESTE
PB;2514404;São José de Espinharas;1529,032461;1670,469068;1699,559148;1837,164816;1835,189308;1866,506978;1920,655336;2242,920877;2172,3111;2296,5693;2359,222048;2447,566422;NORDESTE
RN;2412203;São José de Mipibu;1738,98694;1712,610423;1885,842484;2047,989356;2029,963126;2089,75245;2384,513509;2328,155525;2639,928516;2686,552834;2819,479167;2920,549247;NORDESTE
PB;2514503;São José de Piranhas;1524,666781;1516,324978;1628,161031;1579,7366;1492,376578;1440,991613;1471,800301;1654,943748;1754,286159;1850,130118;1991,723358;2204,760439;NORDESTE
PB;2514552;São José de Princesa;1197,576296;1509,63811;2166,922982;1896,198426;1850,925325;1446,635085;1444,184344;1867,146405;1568,348318;1879,009354;1810,207385;1914,402365;NORDESTE
MA;2111201;São José de Ribamar;1261,501216;1331,047416;1222,9224;1205,595496;1217,239926;1241,664455;1267,815036;1372,572901;1557,903599;1606,152183;1639,952294;1472,817227;NORDESTE
RJ;3305133;São José de Ubá;5255,685141;5115,63306;4431,461909;4253,188989;4066,011112;4550,865408;4945,536622;4868,677376;4495,609715;7430,970719;5446,621572;4700,794641;SUDESTE
MG;3163201;São José do Alegre;2318,972103;2387,291214;2055,555612;2174,518489;2194,577645;2255,185637;2401,676731;2525,828283;2920,594939;2973,211331;2940,411245;3064,054722;SUDESTE
SP;3549607;São José do Barreiro;2673,412983;2702,860399;2839,072174;3093,372678;2967,16515;2926,840512;3191,084149;3323,150447;3567,258489;3614,454498;3390,634121;3643,586434;SUDESTE
PE;2613503;São José do Belmonte;1579,694456;1560,778417;1623,932331;1476,62994;1517,678569;1499,176041;1557,01208;1729,524976;1664,501976;1659,121366;1745,509358;1940,740709;NORDESTE
PB;2514602;São José do Bonfim;1370,085829;1499,594224;1600,92818;1555,421551;1509,444962;1535,604013;1634,459098;1796,219006;1719,841191;1743,646097;1807,751646;1954,45724;NORDESTE
PB;2514651;São José do Brejo do Cruz;2661,592145;2059,561925;2063,278004;2091,226654;2304,170027;2281,449038;2377,727227;2537,129693;2482,672457;2578,185207;2535,095657;2632,751785;NORDESTE
ES;3204807;São José do Calçado;3762,078707;4238,895952;4191,251162;4042,804351;4125,284726;4458,85789;3479,371353;3096,301236;3321,64981;3197,900439;3107,352658;3541,33726;SUDESTE
RN;2412302;São José do Campestre;1645,833535;1684,454851;1586,906474;1759,898819;1547,153319;1943,405967;2023,304497;1675,034245;2026,319144;1965,223287;1973,120179;2012,75974;NORDESTE
SC;4216701;São José do Cedro;4806,860855;5472,252135;5129,380552;5580,493165;6924,148497;7293,193919;7424,415301;7571,134508;8324,373748;9262,688228;8830,263374;8693,080137;SUL
SC;4216800;São José do Cerrito;3383,406413;3282,034039;3223,754102;3406,205622;3500,49093;3090,641042;3150,308689;3133,95523;3345,259659;4435,622945;3593,530062;4226,829614;SUL
MG;3163300;São José do Divino;2425,595942;2440,157938;2287,932396;2531,691946;2594,957411;2568,341442;2848,704173;2798,271753;3052,189059;3166,31239;2974,897896;3182,077876;SUDESTE
PI;2210052;São José do Divino;1267,564001;1238,87191;1371,890372;1377,056854;1612,38855;1600,693988;1577,641328;1556,849612;1878,133091;1870,998341;1913,893256;2041,015791;NORDESTE
PE;2613602;São José do Egito;1737,766744;1806,329304;1725,496636;1860,354682;1764,45416;1716,722873;1907,107545;2121,906212;2191,917975;2146,408533;2153,022499;2268,492512;NORDESTE
MG;3163409;São José do Goiabal;1893,303917;1840,699401;1824,850809;1883,775297;2120,318534;1892,515798;2106,366963;2105,892762;2229,951705;2534,652107;2473,745082;3013,447076;SUDESTE
RS;4318465;São José do Herval;3487,37662;3368,045861;3970,219793;3680,775271;3948,831567;3642,211732;3743,152723;4087,112311;4487,646094;4535,457375;4561,247539;5771,530537;SUL
RS;4318481;São José do Hortêncio;7958,327099;8862,526772;8909,490225;8995,917337;8280,479237;7721,264229;7220,909155;7341,392833;6758,214311;6626,08339;7541,64605;8234,570959;SUL
RS;4318499;São José do Inhacorá;3999,30038;4020,552122;4293,209649;4733,391202;4886,064978;4912,798591;4435,90734;4776,388468;5765,405611;6712,319937;6644,488322;7968,565181;SUL
BA;2929370;São José do Jacuípe;831,8895012;614,2230744;1367,534835;1426,437402;1543,802006;1741,692388;2056,411471;2480,013402;1500,349268;1468,469252;1609,07053;1831,380216;NORDESTE
MG;3163508;São José do Jacuri;1704,979659;1816,289357;1645,844443;1794,114416;1799,729653;1864,779055;2016,687697;2054,991277;2041,5123;2142,211482;2208,915314;2638,177922;SUDESTE
MG;3163607;São José do Mantimento;2546,633052;2177,777827;2015,479093;2283,057629;2275,667551;2250,188683;2343,899738;2363,915534;2663,568984;2859,228458;3123,42278;3294,60656;SUDESTE
RS;4318507;São José do NORTE;2717,79639;2841,610338;3181,591827;3115,987143;3265,259052;3357,041626;3442,529358;3639,627102;3827,252896;3852,743745;3966,092086;4795,845445;SUL
RS;4318606;São José do Ouro;5112,897545;5727,691554;6559,216182;6212,39482;8094,108687;6355,87923;5443,777594;7195,209993;8849,739505;8689,48021;7498,265665;9027,85489;SUL
PI;2210102;São José do Peixe;1477,868759;1540,242165;1439,871531;1351,246309;1495,897189;1411,808317;1470,389432;1509,567104;1616,773595;1719,988699;1927,617523;2000,965508;NORDESTE
PI;2210201;São José do Piauí;1244,069812;1314,25447;1160,439112;1091,809724;1242,031946;1219,022018;1328,468317;1612,412999;1542,651915;1740,76369;1810,809422;1842,879208;NORDESTE
MT;5107297;São José do Povo;2617,916393;2734,293943;2889,629875;3420,713692;3453,733463;3538,21179;3915,237817;3843,864736;10986,96368;3795,407705;3757,283894;3934,706643;CENTRO-OESTE
MT;5107305;São José do Rio Claro;5731,016525;6503,022897;6577,142278;7823,656211;7879,813876;10222,18214;8908,091574;7585,258005;6803,730785;8723,840502;7012,811894;7222,617812;CENTRO-OESTE
SP;3549706;São José do Rio Pardo;7775,074237;8417,293999;8954,324205;8777,671364;8710,663707;8307,884467;7838,289563;8287,139196;9463,635188;7946,987916;9221,778059;9678,84178;SUDESTE
SP;3549805;São José do Rio Preto;8826,112853;9362,433661;8506,511288;8656,707149;7785,22083;7607,511841;8124,936963;8201,645902;8899,908674;8789,880927;9066,900191;9816,73215;SUDESTE
PB;2514701;São José do Sabugi;1355,036214;1378,93173;1490,117821;1705,246716;1538,619469;1554,622004;1644,536851;1815,548365;1848,901957;2039,696571;2147,84425;2284,388698;NORDESTE
RN;2412401;São José do Seridó;2305,040198;2052,427969;2212,064828;2589,895694;2482,645021;2625,478744;2792,253365;2826,722;3442,750462;3344,486618;3213,585551;3388,565679;NORDESTE
RS;4318614;São José do Sul;;;4548,348286;4610,543949;5303,224338;5675,903945;5347,75786;5784,078541;6403,523665;6008,061667;6035,990283;6846,051864;SUL
RJ;3305158;São José do Vale do Rio Preto;4678,213531;4585,238433;4127,291853;4105,293078;3803,440916;3814,295016;3743,010172;3668,489271;3971,757484;4404,777828;12871,27612;14254,62077;SUDESTE
MT;5107354;São José do Xingu;4488,667226;5169,804773;5442,9623;5820,964868;5299,056234;7467,151793;6414,272235;4918,686133;8549,890176;9931,979637;10943,71173;9264,189754;CENTRO-OESTE
RS;4318622;São José dos Ausentes;6734,947803;5956,357526;6229,25193;6798,883402;8466,50215;6737,428903;8880,986787;10591,36903;9902,586316;9607,489806;14285,28501;11838,86178;SUL
